time,Day,Harga Pasar,Curah Hujan,IsHarvestMonth,IsBigMonth
2023-09-04,Monday,13200,19.3,0,0
2023-09-05,Tuesday,13200,28.8,0,0
2023-09-06,Wednesday,13250,8.5,0,0
2023-09-07,Thursday,13400,0.0,0,0
2023-09-08,Friday,13450,1.9,0,0
2023-09-09,Saturday,13457,21.8,0,0
2023-09-10,Sunday,13455,1.5,0,0
2023-09-11,Monday,13450,3.0,0,0
2023-09-12,Tuesday,13450,17.9,0,0
2023-09-13,Wednesday,13450,12.8,0,0
2023-09-14,Thursday,13450,5.5,0,0
2023-09-15,Friday,13550,11.8,0,0
2023-09-16,Saturday,13594,12.5,0,0
2023-09-17,Sunday,13578,20.2,0,0
2023-09-18,Monday,13550,9.1,0,0
2023-09-19,Tuesday,13550,19.4,0,0
2023-09-20,Wednesday,13550,15.6,0,0
2023-09-21,Thursday,13550,18.1,0,0
2023-09-22,Friday,13600,10.2,0,0
2023-09-23,Saturday,13623,22.7,0,0
2023-09-24,Sunday,13615,10.8,0,0
2023-09-25,Monday,13600,20.5,0,0
2023-09-26,Tuesday,13600,1.0,0,0
2023-09-27,Wednesday,13600,32.1,0,0
2023-09-28,Thursday,13600,0.4,0,0
2023-09-29,Friday,13600,22.9,0,0
2023-09-30,Saturday,13600,5.1,0,0
2023-10-01,Sunday,13600,9.3,0,0
2023-10-02,Monday,13600,20.0,0,0
2023-10-03,Tuesday,13600,15.6,0,0
2023-10-04,Wednesday,13600,6.9,0,0
2023-10-05,Thursday,13600,22.3,0,0
2023-10-06,Friday,13600,12.6,0,0
2023-10-07,Saturday,13600,6.6,0,0
2023-10-08,Sunday,13600,3.8,0,0
2023-10-09,Monday,13600,1.9,0,0
2023-10-10,Tuesday,13600,32.5,0,0
2023-10-11,Wednesday,13600,36.0,0,0
2023-10-12,Thursday,13600,9.4,0,0
2023-10-13,Friday,13600,20.3,0,0
2023-10-14,Saturday,13600,36.8,0,0
2023-10-15,Sunday,13600,32.7,0,0
2023-10-16,Monday,13600,36.8,0,0
2023-10-17,Tuesday,13600,15.7,0,0
2023-10-18,Wednesday,13600,17.7,0,0
2023-10-19,Thursday,13600,16.5,0,0
2023-10-20,Friday,13600,13.8,0,0
2023-10-21,Saturday,13600,18.9,0,0
2023-10-22,Sunday,13600,14.2,0,0
2023-10-23,Monday,13600,14.7,0,0
2023-10-24,Tuesday,13600,18.0,0,0
2023-10-25,Wednesday,13600,26.5,0,0
2023-10-26,Thursday,13600,24.4,0,0
2023-10-27,Friday,13600,26.6,0,0
2023-10-28,Saturday,13600,17.0,0,0
2023-10-29,Sunday,13600,16.8,0,0
2023-10-30,Monday,13600,13.7,0,0
2023-10-31,Tuesday,13600,17.0,0,0
2023-11-01,Wednesday,13600,25.8,0,0
2023-11-02,Thursday,13600,14.4,0,0
2023-11-03,Friday,13600,14.4,0,0
2023-11-04,Saturday,13600,8.6,0,0
2023-11-05,Sunday,13600,12.2,0,0
2023-11-06,Monday,13600,14.9,0,0
2023-11-07,Tuesday,13600,13.1,0,0
2023-11-08,Wednesday,13600,17.6,0,0
2023-11-09,Thursday,13600,14.9,0,0
2023-11-10,Friday,13600,2.7,0,0
2023-11-11,Saturday,13600,17.6,0,0
2023-11-12,Sunday,13600,32.5,0,0
2023-11-13,Monday,13600,22.5,0,0
